id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,segment,clv
6086,User6086,24.0,Male,Desktop,Bottom,,Morning,1,Young,4852
1283,User1283,57.0,Male,Mobile,Top,Social Media,Afternoon,0,Old,8074
4945,User4945,31.0,Male,Tablet,Top,Social Media,Morning,1,Mid-Young,4304
1304,User1304,22.0,Male,Desktop,Bottom,,Evening,0,Young,633
3037,User3037,36.0,Male,Mobile,,,Morning,1,Mid-Young,3674
9888,User9888,49.0,Male,Mobile,Top,News,Morning,1,Mid-Old,1013
1908,User1908,26.0,Male,Mobile,Bottom,Education,Evening,1,Young,5832
3126,User3126,18.0,Female,Mobile,Bottom,Education,Night,0,Young,9754
1372,User1372,51.0,Non-Binary,Tablet,Top,,Evening,0,Mid-Old,7889
1122,User1122,49.0,Non-Binary,Tablet,Top,,Morning,1,Mid-Old,8065
1420,User1420,62.0,Non-Binary,Desktop,Bottom,News,Morning,1,Old,1496
7491,User7491,28.0,Female,Mobile,Bottom,Education,Afternoon,0,Young,2220
1420,User1420,62.0,Non-Binary,Desktop,Bottom,News,Morning,1,Old,2745
6161,User6161,61.0,Female,Tablet,,,Unknown,1,Old,5760
9990,User9990,25.0,Male,Desktop,Side,,Night,1,Young,5356
7674,User7674,43.0,Female,Tablet,Bottom,News,Afternoon,1,Mid-Old,5125
3044,User3044,34.0,Male,Desktop,Top,News,Night,1,Mid-Young,7205
4694,User4694,29.0,Female,Mobile,Top,Entertainment,Afternoon,0,Young,973
5285,User5285,62.0,Female,Mobile,Top,,Unknown,0,Old,5785
6409,User6409,52.0,Male,Desktop,Top,,Unknown,1,Mid-Old,5747
1586,User1586,38.0,Non-Binary,Desktop,Top,Shopping,Night,1,Mid-Young,2639
1972,User1972,33.0,Non-Binary,Desktop,,,Night,0,Mid-Young,7786
9990,User9990,25.0,Male,Desktop,Side,Education,Night,1,Young,1771
7908,User7908,34.0,Male,Mobile,Side,Social Media,Night,0,Mid-Young,7469
6471,User6471,36.0,Female,Desktop,Top,Education,Evening,0,Mid-Young,8550
9220,User9220,21.0,Female,Mobile,Side,,Night,1,Young,4609
6248,User6248,48.0,Female,Mobile,Top,,Evening,1,Mid-Old,5560
5055,User5055,45.0,Male,Desktop,Top,Education,Morning,1,Mid-Old,6010
2535,User2535,61.0,Male,Mobile,Bottom,Shopping,Unknown,0,Old,6851
6075,User6075,32.0,Non-Binary,Desktop,,,Night,1,Mid-Young,6699
8326,User8326,23.0,Female,Desktop,Bottom,Entertainment,Evening,1,Young,7534
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1,Old,7873
1635,User1635,54.0,Female,Tablet,,,Evening,1,Old,6428
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1,Young,7849
3022,User3022,37.0,Non-Binary,Desktop,,News,Evening,0,Mid-Young,3387
5458,User5458,41.0,Non-Binary,Desktop,Bottom,,Evening,0,Mid-Old,8558
5796,User5796,46.0,Non-Binary,Mobile,Bottom,News,Afternoon,1,Mid-Old,3029
8255,User8255,22.0,Female,Mobile,Side,Entertainment,Evening,0,Young,9160
2174,User2174,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,Mid-Young,5282
1589,User1589,60.0,Female,Mobile,Side,Shopping,Afternoon,0,Old,1136
9875,User9875,58.0,Male,Tablet,,,Unknown,0,Old,7287
5912,User5912,41.0,Non-Binary,Mobile,,,Night,1,Mid-Old,8092
8530,User8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1,Mid-Old,4164
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Unknown,1,Young,6722
2096,User2096,48.0,Non-Binary,Desktop,,,Night,1,Mid-Old,7879
4284,User4284,40.0,Non-Binary,Tablet,Side,,Afternoon,0,Mid-Young,2615
8326,User8326,23.0,Female,Desktop,Bottom,Entertainment,Unknown,1,Young,4456
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Unknown,1,Mid-Young,6657
2602,User2602,61.0,Female,Desktop,,Shopping,Afternoon,1,Old,4831
7759,User7759,45.0,Non-Binary,Mobile,Bottom,,Morning,0,Mid-Old,6430
1730,User1730,42.0,Female,Tablet,Side,,Unknown,0,Mid-Old,2668
2431,User2431,54.0,Male,Desktop,Top,,Night,1,Old,7547
4166,User4166,33.0,Male,Tablet,Top,News,Night,0,Mid-Young,3856
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1,Old,1961
3044,User3044,34.0,Male,Desktop,Top,,Night,1,Mid-Young,9955
518,User518,29.0,Male,Tablet,Bottom,Shopping,Morning,1,Young,5564
5531,User5531,34.0,Male,Desktop,,News,Night,1,Mid-Young,2550
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1,Mid-Old,2278
4620,User4620,43.0,Non-Binary,Mobile,Side,,Night,1,Mid-Old,2598
1141,User1141,37.0,Male,Desktop,Bottom,,Afternoon,1,Mid-Young,1380
6409,User6409,52.0,Male,Desktop,Top,,Night,1,Mid-Old,2406
98,User98,58.0,Female,Mobile,,,Night,0,Old,3849
1910,User1910,63.0,Male,Desktop,Side,,Night,1,Old,7719
6074,User6074,35.0,Male,Mobile,Bottom,,Afternoon,1,Mid-Young,4263
1721,User1721,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1,Mid-Young,4841
2973,User2973,27.0,Non-Binary,Tablet,Bottom,,Night,1,Young,2070
23,User23,30.0,Male,Mobile,Side,Shopping,Morning,0,Mid-Young,6116
1975,User1975,30.0,Female,Mobile,,Social Media,Morning,1,Mid-Young,5634
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1,Mid-Old,4978
7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1,Mid-Old,7931
4363,User4363,18.0,Female,Mobile,Bottom,Entertainment,Night,0,Young,9276
4539,User4539,54.0,Male,Mobile,,,Night,1,Old,6568
4059,User4059,27.0,Non-Binary,Desktop,Bottom,,Morning,0,Young,1242
4404,User4404,21.0,Female,Desktop,,Social Media,Morning,0,Young,8444
5041,User5041,59.0,Male,Desktop,Side,Shopping,Evening,0,Old,4477
8937,User8937,57.0,Male,Tablet,,,Afternoon,1,Old,2134
8097,User8097,30.0,Non-Binary,Tablet,Side,,Evening,1,Mid-Young,4755
6989,User6989,28.0,Male,Mobile,,,Afternoon,1,Young,945
4756,User4756,59.0,Non-Binary,Mobile,Bottom,Education,Unknown,1,Old,4589
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1,Mid-Young,5946
3647,User3647,23.0,Male,Desktop,,,Night,0,Young,6840
2023,User2023,19.0,Non-Binary,Desktop,Top,,Morning,1,Young,6591
4890,User4890,43.0,Male,Tablet,Bottom,,Afternoon,1,Mid-Old,1335
2239,User2239,25.0,Female,Tablet,Bottom,,Morning,1,Young,7164
5707,User5707,34.0,Non-Binary,Mobile,Side,Social Media,Afternoon,0,Mid-Young,5977
9172,User9172,60.0,Female,Mobile,Bottom,,Evening,0,Old,7158
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,Mid-Old,4007
3908,User3908,50.0,Female,Desktop,Bottom,,Evening,1,Mid-Old,3282
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1,Mid-Old,9731
6724,User6724,37.0,Female,Desktop,Top,,Evening,1,Mid-Young,5537
8115,User8115,20.0,Female,Mobile,Top,Social Media,Afternoon,1,Young,1815
8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1,Young,9705
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,Young,3002
4114,User4114,38.0,Non-Binary,Desktop,Top,Entertainment,Morning,0,Mid-Young,5764
5346,User5346,30.0,Non-Binary,Tablet,Top,News,Morning,1,Mid-Young,4568
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Unknown,1,Mid-Young,2579
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1,Mid-Old,6278
9425,User9425,56.0,Female,Tablet,,Social Media,Afternoon,0,Old,9067
2282,User2282,50.0,Female,Tablet,Top,,Evening,0,Mid-Old,6588
9367,User9367,21.0,Male,Mobile,,Social Media,Unknown,0,Young,9534
7720,User7720,46.0,Female,Tablet,Top,Social Media,Morning,0,Mid-Old,800
5574,User5574,52.0,Female,Desktop,Bottom,,Afternoon,1,Mid-Old,5783
1762,User1762,41.0,Male,Desktop,Side,Entertainment,Afternoon,1,Mid-Old,7221
6129,User6129,36.0,Male,Tablet,,Shopping,Evening,1,Mid-Young,7948
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1,Old,1524
6768,User6768,53.0,Male,Mobile,Side,Shopping,Unknown,0,Old,9763
8530,User8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1,Mid-Old,2536
2542,User2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1,Old,9955
7376,User7376,21.0,Female,Mobile,Side,News,Morning,1,Young,6724
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1,Mid-Young,641
7420,User7420,44.0,Male,Mobile,Top,,Night,0,Mid-Old,6205
6669,User6669,38.0,Female,Mobile,Side,,Night,1,Mid-Young,1224
7138,User7138,26.0,Male,Tablet,Top,Social Media,Unknown,1,Young,7841
5329,User5329,54.0,Male,Tablet,,Education,Evening,1,Old,8950
8147,User8147,32.0,Female,Desktop,,,Night,1,Mid-Young,9945
4707,User4707,21.0,Non-Binary,Desktop,Top,,Evening,1,Young,6255
6086,User6086,24.0,Male,Desktop,Bottom,,Morning,1,Young,2411
2096,User2096,48.0,Non-Binary,Desktop,,,Night,1,Mid-Old,2478
9753,User9753,46.0,Male,Tablet,Top,Entertainment,Night,1,Mid-Old,3292
1858,User1858,39.0,Non-Binary,Desktop,,,Unknown,0,Mid-Young,4412
6724,User6724,37.0,Female,Desktop,Top,Entertainment,Evening,1,Mid-Young,4079
7268,User7268,28.0,Female,Desktop,Bottom,,Evening,1,Young,6965
1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Night,1,Mid-Old,4720
1420,User1420,62.0,Non-Binary,Desktop,,News,Unknown,1,Old,4349
9418,User9418,20.0,Male,Tablet,Side,News,Night,1,Young,7610
985,User985,46.0,Male,Desktop,Top,Shopping,Afternoon,0,Mid-Old,5132
1653,User1653,37.0,Non-Binary,Mobile,Top,News,Evening,0,Mid-Young,6950
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1,Old,7433
6457,User6457,51.0,Male,Desktop,Side,,Afternoon,0,Mid-Old,1425
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,Mid-Young,603
3908,User3908,50.0,Female,Desktop,Bottom,,Unknown,1,Mid-Old,5511
2021,User2021,41.0,Male,Mobile,,Social Media,Night,1,Mid-Old,7008
9511,User9511,37.0,Female,Desktop,Side,News,Evening,0,Mid-Young,8226
2425,User2425,42.0,Male,Tablet,Top,Entertainment,Morning,0,Mid-Old,2435
911,User911,32.0,Non-Binary,Desktop,Top,,Night,1,Mid-Young,7644
3343,User3343,39.0,Non-Binary,Tablet,Top,,Unknown,0,Mid-Young,4150
5198,User5198,47.0,Male,Desktop,Bottom,Education,Night,1,Mid-Old,7087
4742,User4742,31.0,Male,Desktop,Bottom,,Night,1,Mid-Young,6237
1926,User1926,50.0,Female,Mobile,Bottom,,Night,0,Mid-Old,7589
1914,User1914,42.0,Male,Tablet,Bottom,,Night,1,Mid-Old,596
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1,Old,8560
3908,User3908,50.0,Female,Desktop,Bottom,,Unknown,1,Mid-Old,1430
3801,User3801,26.0,Non-Binary,Desktop,Side,,Unknown,1,Young,5024
1935,User1935,30.0,Female,Desktop,Bottom,,Afternoon,1,Mid-Young,7338
9090,User9090,41.0,Male,Desktop,Side,,Unknown,1,Mid-Old,4875
3062,User3062,34.0,Male,Desktop,,Entertainment,Evening,1,Mid-Young,8609
1651,User1651,35.0,Non-Binary,Mobile,Side,,Afternoon,0,Mid-Young,4306
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Unknown,1,Mid-Young,2204
3330,User3330,49.0,Male,Desktop,Top,News,Afternoon,1,Mid-Old,4353
8937,User8937,57.0,Male,Tablet,Side,,Afternoon,1,Old,6461
5105,User5105,64.0,Male,Tablet,Top,Entertainment,Morning,0,Old,7647
3641,User3641,33.0,Female,Tablet,Top,,Night,1,Mid-Young,3835
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Unknown,1,Old,1081
9472,User9472,25.0,Male,Mobile,,Shopping,Evening,0,Young,9976
6401,User6401,45.0,Female,Mobile,Side,Social Media,Unknown,1,Mid-Old,5116
3333,User3333,30.0,Male,Tablet,,,Evening,1,Mid-Young,9695
6842,User6842,37.0,Female,Desktop,Side,Entertainment,Afternoon,0,Mid-Young,6832
2174,User2174,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,Mid-Young,9972
4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1,Young,3886
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1,Mid-Old,5421
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1,Young,8147
6155,User6155,57.0,Female,Tablet,Top,News,Unknown,0,Old,5254
5980,User5980,40.0,Female,Desktop,Side,,Morning,1,Mid-Young,5482
9807,User9807,35.0,Non-Binary,Tablet,,,Night,1,Mid-Young,1309
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,Young,8128
7064,User7064,61.0,Male,Tablet,Side,,Night,0,Old,2298
1229,User1229,22.0,Female,Desktop,Bottom,Entertainment,Morning,0,Young,3683
7800,User7800,53.0,Non-Binary,Desktop,Bottom,News,Night,0,Old,4896
4950,User4950,28.0,Male,Mobile,Side,,Unknown,1,Young,3200
4956,User4956,42.0,Male,Mobile,Bottom,Social Media,Morning,0,Mid-Old,4087
8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1,Young,6195
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1,Mid-Old,2748
8666,User8666,57.0,Male,Desktop,Side,Entertainment,Unknown,0,Old,2005
3801,User3801,26.0,Non-Binary,Desktop,,,Evening,1,Young,8613
2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,Unknown,1,Old,2311
8965,User8965,25.0,Female,Mobile,,Social Media,Unknown,1,Young,1741
8454,User8454,18.0,Female,Tablet,Side,,Unknown,0,Young,2711
2876,User2876,23.0,Non-Binary,Tablet,,Education,Morning,1,Young,2861
6193,User6193,29.0,Female,Desktop,,Shopping,Afternoon,1,Young,726
1635,User1635,54.0,Female,Tablet,,News,Evening,1,Old,3583
7856,User7856,63.0,Female,Desktop,Side,,Evening,0,Old,6481
2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1,Mid-Young,8385
7670,User7670,54.0,Female,Tablet,Top,Education,Unknown,1,Old,9995
8947,User8947,22.0,Male,Desktop,,Entertainment,Night,1,Young,3800
1529,User1529,20.0,Female,Mobile,Top,,Afternoon,1,Young,1201
3271,User3271,23.0,Male,Desktop,Top,Entertainment,Afternoon,0,Young,1246
8147,User8147,32.0,Female,Desktop,Top,,Night,1,Mid-Young,7989
4361,User4361,29.0,Male,Tablet,Side,Education,Unknown,1,Young,5595
2735,User2735,30.0,Male,Mobile,Bottom,,Evening,0,Mid-Young,6121
2782,User2782,58.0,Female,Tablet,Bottom,,Unknown,0,Old,3288
2023,User2023,19.0,Non-Binary,Desktop,Top,,Morning,1,Young,1449
6765,User6765,46.0,Female,Tablet,Side,Entertainment,Morning,1,Mid-Old,3153
8459,User8459,38.0,Non-Binary,Tablet,Bottom,,Morning,1,Mid-Young,3718
9954,User9954,56.0,Male,Desktop,Side,Entertainment,Unknown,0,Old,6611
6122,User6122,40.0,Non-Binary,Mobile,Side,News,Night,0,Mid-Young,5395
5832,User5832,28.0,Non-Binary,Desktop,Side,,Unknown,1,Young,7704
1638,User1638,53.0,Non-Binary,Tablet,Bottom,Education,Evening,0,Old,4280
6237,User6237,32.0,Non-Binary,Mobile,,,Morning,1,Mid-Young,5858
2485,User2485,57.0,Non-Binary,Mobile,,News,Night,1,Old,3229
5490,User5490,50.0,Non-Binary,Mobile,Top,,Unknown,0,Mid-Old,1010
6438,User6438,53.0,Non-Binary,Tablet,Top,Shopping,Night,1,Old,7654
4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1,Young,4334
3118,User3118,57.0,Male,Mobile,Top,,Evening,1,Old,1521
9527,User9527,44.0,Male,Desktop,,News,Afternoon,0,Mid-Old,5621
3335,User3335,24.0,Male,Mobile,,Entertainment,Night,1,Young,2091
4969,User4969,62.0,Female,Tablet,Side,News,Unknown,0,Old,7112
8339,User8339,41.0,Female,Mobile,Side,Education,Unknown,0,Mid-Old,1309
8277,User8277,44.0,Female,Desktop,,Social Media,Unknown,0,Mid-Old,8707
8606,User8606,28.0,Male,Mobile,Side,News,Night,0,Young,1247
3330,User3330,49.0,Male,Desktop,Top,News,Afternoon,1,Mid-Old,5672
9516,User9516,28.0,Female,Desktop,Top,,Morning,1,Young,2656
4938,User4938,28.0,Male,Desktop,Side,Social Media,Evening,1,Young,1737
6063,User6063,18.0,Non-Binary,Desktop,Side,,Unknown,0,Young,4154
2076,User2076,18.0,Female,Mobile,Bottom,News,Morning,0,Young,6555
3801,User3801,26.0,Non-Binary,Desktop,Side,,Unknown,1,Young,6809
58,User58,36.0,Female,Mobile,Top,,Morning,1,Mid-Young,1548
6505,User6505,37.0,Female,Tablet,Side,,Unknown,0,Mid-Young,8376
375,User375,26.0,Non-Binary,Mobile,,Social Media,Evening,1,Young,7604
4015,User4015,44.0,Male,Tablet,Side,,Evening,1,Mid-Old,6675
1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1,Old,6000
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1,Old,2882
4411,User4411,49.0,Female,Desktop,,,Morning,0,Mid-Old,3484
5805,User5805,29.0,Non-Binary,Tablet,Bottom,,Morning,0,Young,2327
8120,User8120,34.0,Female,Mobile,Side,,Evening,0,Mid-Young,5241
7138,User7138,26.0,Male,Tablet,,,Night,1,Young,7443
8994,User8994,34.0,Female,Mobile,Bottom,Entertainment,Morning,1,Mid-Young,2917
518,User518,29.0,Male,Tablet,Bottom,Shopping,Morning,1,Young,8706
891,User891,43.0,Male,Tablet,Bottom,Social Media,Morning,0,Mid-Old,527
2457,User2457,61.0,Non-Binary,Mobile,,,Evening,0,Old,4493
2156,User2156,46.0,Female,Tablet,Side,,Afternoon,1,Mid-Old,5493
1948,User1948,57.0,Male,Mobile,Top,,Evening,0,Old,6981
5525,User5525,39.0,Female,Tablet,Bottom,,Morning,0,Mid-Young,4081
3323,User3323,48.0,Female,Tablet,Side,,Afternoon,1,Mid-Old,9590
8530,User8530,52.0,Female,Mobile,Top,Social Media,Unknown,1,Mid-Old,1545
4348,User4348,62.0,Female,Desktop,,Shopping,Afternoon,1,Old,1798
488,User488,62.0,Non-Binary,Mobile,Side,,Unknown,0,Old,5139
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Afternoon,1,Young,9978
9990,User9990,25.0,Male,Desktop,,Education,Night,1,Young,8776
9977,User9977,57.0,Female,Mobile,Bottom,Social Media,Unknown,0,Old,5358
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Night,1,Mid-Old,5581
9888,User9888,49.0,Male,Mobile,,News,Unknown,1,Mid-Old,3734
487,User487,28.0,Male,Mobile,,,Afternoon,1,Young,1978
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,Young,6687
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Unknown,1,Mid-Old,5836
5235,User5235,24.0,Non-Binary,Mobile,Top,,Afternoon,0,Young,2491
7006,User7006,41.0,Female,Desktop,Top,,Afternoon,0,Mid-Old,5520
4230,User4230,35.0,Female,Tablet,,Education,Evening,1,Mid-Young,3050
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1,Mid-Young,8234
6536,User6536,60.0,Male,Desktop,Side,Education,Night,0,Old,9856
4360,User4360,26.0,Non-Binary,Tablet,Top,,Evening,0,Young,8835
3638,User3638,45.0,Non-Binary,Desktop,Top,,Unknown,0,Mid-Old,4077
6519,User6519,48.0,Female,Desktop,Top,News,Afternoon,0,Mid-Old,5879
5367,User5367,53.0,Male,Desktop,Top,Entertainment,Unknown,0,Old,7699
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Night,1,Mid-Old,964
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,Mid-Old,6404
7999,User7999,24.0,Female,Mobile,Top,News,Afternoon,0,Young,3844
188,User188,56.0,Female,Tablet,Bottom,News,Morning,1,Old,6609
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,Young,6531
5634,User5634,39.0,Male,Desktop,Top,,Morning,0,Mid-Young,5412
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1,Old,5001
6466,User6466,44.0,Female,Tablet,Bottom,,Night,0,Mid-Old,4357
2174,User2174,36.0,Female,Desktop,,Entertainment,Afternoon,1,Mid-Young,9910
2727,User2727,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1,Mid-Young,6504
5005,User5005,49.0,Male,Desktop,Top,Shopping,Morning,1,Mid-Old,9322
6487,User6487,19.0,Male,Tablet,Side,,Morning,1,Young,2900
3072,User3072,32.0,Non-Binary,Mobile,Bottom,,Night,0,Mid-Young,8221
1515,User1515,44.0,Male,Desktop,Bottom,,Morning,0,Mid-Old,6962
4015,User4015,44.0,Male,Tablet,,,Unknown,1,Mid-Old,3684
4824,User4824,61.0,Female,Mobile,,,Morning,0,Old,3926
4229,User4229,23.0,Male,Mobile,Side,Education,Afternoon,0,Young,824
9220,User9220,21.0,Female,Mobile,Side,Social Media,Night,1,Young,9392
449,User449,25.0,Female,Tablet,Side,Education,Unknown,0,Young,6612
7080,User7080,31.0,Male,Desktop,Bottom,,Evening,0,Mid-Young,1171
3250,User3250,61.0,Non-Binary,Desktop,Top,Education,Unknown,0,Old,9045
2463,User2463,45.0,Female,Mobile,Side,Social Media,Evening,0,Mid-Old,5252
676,User676,38.0,Non-Binary,Desktop,,Education,Morning,0,Mid-Young,7506
5881,User5881,26.0,Non-Binary,Tablet,,,Morning,1,Young,7024
1254,User1254,32.0,Female,Desktop,Bottom,,Morning,0,Mid-Young,4320
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Unknown,1,Young,9158
3908,User3908,50.0,Female,Desktop,Bottom,,Evening,1,Mid-Old,3171
4950,User4950,28.0,Male,Mobile,Side,,Morning,1,Young,9355
1214,User1214,26.0,Female,Mobile,Bottom,News,Evening,1,Young,922
6865,User6865,38.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,0,Mid-Young,2506
8484,User8484,53.0,Female,Desktop,Side,News,Afternoon,0,Old,703
5005,User5005,49.0,Male,Desktop,Top,Shopping,Morning,1,Mid-Old,7877
6866,User6866,52.0,Non-Binary,Desktop,Top,Social Media,Evening,0,Mid-Old,9695
8251,User8251,49.0,Female,Tablet,Bottom,News,Evening,0,Mid-Old,9813
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,Young,2384
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,Mid-Old,2051
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Unknown,1,Mid-Young,7442
1273,User1273,27.0,Non-Binary,Mobile,,,Morning,1,Young,6286
3345,User3345,39.0,Male,Desktop,Side,Social Media,Night,1,Mid-Young,3978
1935,User1935,30.0,Female,Desktop,Bottom,,Afternoon,1,Mid-Young,8584
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Evening,1,Old,9801
6733,User6733,42.0,Non-Binary,Tablet,Side,,Afternoon,0,Mid-Old,8842
218,User218,62.0,Female,Tablet,Top,News,Evening,0,Old,1756
6990,User6990,21.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0,Young,1599
6178,User6178,35.0,Female,Tablet,Side,Shopping,Evening,0,Mid-Young,3541
5796,User5796,46.0,Non-Binary,Mobile,Bottom,News,Afternoon,1,Mid-Old,2177
6143,User6143,29.0,Non-Binary,Mobile,Bottom,,Afternoon,1,Young,3140
2239,User2239,25.0,Female,Tablet,,,Morning,1,Young,4005
234,User234,19.0,Female,Tablet,,,Morning,1,Young,7673
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1,Young,5571
8851,User8851,62.0,Female,Tablet,Bottom,,Afternoon,0,Old,664
5854,User5854,31.0,Non-Binary,Mobile,Top,Social Media,Unknown,0,Mid-Young,2505
2414,User2414,38.0,Male,Desktop,Top,Entertainment,Unknown,0,Mid-Young,4678
7422,User7422,20.0,Female,Desktop,,,Evening,1,Young,5204
2727,User2727,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1,Mid-Young,7817
9075,User9075,36.0,Female,Mobile,Top,,Night,1,Mid-Young,6217
6950,User6950,64.0,Female,Tablet,,Shopping,Morning,0,Old,2825
2202,User2202,43.0,Female,Tablet,Top,Education,Unknown,0,Mid-Old,7244
6074,User6074,35.0,Male,Mobile,Bottom,,Afternoon,1,Mid-Young,1843
7774,User7774,18.0,Male,Tablet,Top,,Night,0,Young,2401
5026,User5026,18.0,Male,Mobile,Side,,Night,0,Young,5639
7277,User7277,21.0,Female,Tablet,Top,Social Media,Afternoon,0,Young,8808
58,User58,36.0,Female,Mobile,Top,,Morning,1,Mid-Young,1546
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1,Old,3855
1762,User1762,41.0,Male,Desktop,Side,Entertainment,Afternoon,1,Mid-Old,2255
375,User375,26.0,Non-Binary,Mobile,Top,Social Media,Unknown,1,Young,5474
2096,User2096,48.0,Non-Binary,Desktop,,,Night,1,Mid-Old,8125
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,Young,7506
5194,User5194,53.0,Male,Mobile,,,Afternoon,1,Old,1457
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Night,1,Mid-Old,6492
5647,User5647,46.0,Female,Tablet,Side,,Morning,1,Mid-Old,4225
3137,User3137,19.0,Female,Tablet,,Education,Night,0,Young,6635
5420,User5420,39.0,Male,Mobile,,,Morning,1,Mid-Young,572
5647,User5647,46.0,Female,Tablet,Side,,Morning,1,Mid-Old,5810
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Unknown,1,Mid-Old,1585
3141,User3141,45.0,Non-Binary,Mobile,,Education,Unknown,0,Mid-Old,5169
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1,Old,9101
4950,User4950,28.0,Male,Mobile,Side,,Morning,1,Young,4383
5268,User5268,50.0,Female,Mobile,Top,Shopping,Afternoon,0,Mid-Old,1274
7376,User7376,21.0,Female,Mobile,,News,Unknown,1,Young,9490
3144,User3144,24.0,Male,Desktop,Side,Shopping,Morning,1,Young,4887
7530,User7530,51.0,Female,Tablet,Top,Entertainment,Unknown,0,Mid-Old,2605
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1,Mid-Young,2280
3345,User3345,39.0,Male,Desktop,Side,,Night,1,Mid-Young,2502
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1,Mid-Old,4853
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1,Old,2825
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1,Old,8370
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1,Young,1182
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,Young,5978
373,User373,34.0,Female,Mobile,Top,Education,Evening,1,Mid-Young,3344
7620,User7620,62.0,Female,Mobile,Side,Education,Unknown,0,Old,9203
3375,User3375,52.0,Non-Binary,Mobile,Bottom,Education,Morning,1,Mid-Old,1470
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1,Mid-Young,8641
