id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,purchase_value,purchase_frequency,CLV,CLV_scaled,CLV_segment
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Unknown,1,51.93911788035011,2,103.87823576070022,-1.1105754759022533,Low CLV
2096,User2096,48.0,Non-Binary,Desktop,,,Night,1,155.1106552953545,8,1240.885242362836,1.7303984003985111,Medium CLV
4284,User4284,40.0,Non-Binary,Tablet,Side,,Afternoon,0,165.23025306810752,2,330.46050613621503,-0.5444274159237591,Low CLV
8326,User8326,23.0,Female,Desktop,Bottom,Entertainment,Unknown,1,198.2909255601212,7,1388.0364789208484,2.0980767141636907,Medium CLV
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Unknown,1,94.27118184405677,3,282.81354553217034,-0.6634801302652016,Low CLV
2602,User2602,61.0,Female,Desktop,,Shopping,Afternoon,1,86.96325544270097,8,695.7060435416078,0.36819055756182784,High CLV
7759,User7759,45.0,Non-Binary,Mobile,Bottom,,Morning,0,159.75433293355943,7,1118.280330534916,1.4240525735155258,Medium CLV
1730,User1730,42.0,Female,Tablet,Side,,Unknown,0,81.34463724554321,8,650.7570979643457,0.2558792178684296,High CLV
2431,User2431,54.0,Male,Desktop,Top,,Night,1,187.53631860864164,7,1312.7542302604916,1.9099732983084077,Medium CLV
4166,User4166,33.0,Male,Tablet,Top,News,Night,0,174.51429533174212,6,1047.0857719904527,1.246162833359895,Medium CLV
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1,97.21892492750331,7,680.5324744925232,0.330277235103491,High CLV
3044,User3044,34.0,Male,Desktop,Top,,Night,1,155.15679220246952,5,775.7839610123476,0.5682766346765202,High CLV
518,User518,29.0,Male,Tablet,Bottom,Shopping,Morning,1,155.81771733524283,7,1090.7240213466998,1.3551992119474707,Medium CLV
5531,User5531,34.0,Male,Desktop,,News,Night,1,38.56229639046787,1,38.56229639046787,-1.2737766491398839,Low CLV
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1,182.459523202322,1,182.459523202322,-0.9142289419834453,Low CLV
4620,User4620,43.0,Non-Binary,Mobile,Side,,Night,1,110.94542704061429,9,998.5088433655286,1.1247864615231404,Medium CLV
1141,User1141,37.0,Male,Desktop,Bottom,,Afternoon,1,168.7623438993935,5,843.8117194969675,0.7382536740402984,High CLV
6409,User6409,52.0,Male,Desktop,Top,,Night,1,77.60892818551011,5,388.0446409275505,-0.40054525716692074,Low CLV
98,User98,58.0,Female,Mobile,,,Night,0,181.1941811293161,3,543.5825433879482,-0.011911664674706817,High CLV
1910,User1910,63.0,Male,Desktop,Side,,Night,1,90.05630217214936,5,450.2815108607468,-0.24503757727026548,High CLV
6074,User6074,35.0,Male,Mobile,Bottom,,Afternoon,1,21.950777266453706,3,65.85233179936111,-1.2055886105176046,Low CLV
1721,User1721,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1,182.96875575546747,9,1646.7188017992073,2.744431325253065,Medium CLV
2973,User2973,27.0,Non-Binary,Tablet,Bottom,,Night,1,36.43160182150404,9,327.88441639353636,-0.5508641428915442,Low CLV
23,User23,30.0,Male,Mobile,Side,Shopping,Morning,0,77.47645476627468,6,464.8587285976481,-0.20861432346513187,High CLV
1975,User1975,30.0,Female,Mobile,,Social Media,Morning,1,191.01115406914488,1,191.01115406914488,-0.8928614748074822,Low CLV
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1,191.1092864487601,7,1337.7650051413207,1.9724662800137864,Medium CLV
7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1,123.2188198621915,7,862.5317390353405,0.7850283079374908,High CLV
4363,User4363,18.0,Female,Mobile,Bottom,Entertainment,Night,0,133.73069819056388,4,534.9227927622555,-0.03354928446070434,High CLV
4539,User4539,54.0,Male,Mobile,,,Night,1,100.72019395609756,8,805.7615516487805,0.6431799126493231,High CLV
4059,User4059,27.0,Non-Binary,Desktop,Bottom,,Morning,0,72.77793890565161,6,436.66763343390966,-0.2790537881645039,Low CLV
4404,User4404,21.0,Female,Desktop,,Social Media,Morning,0,79.15961816658486,4,316.63847266633945,-0.5789637343257196,Low CLV
5041,User5041,59.0,Male,Desktop,Side,Shopping,Evening,0,141.0533220938669,4,564.2132883754676,0.03963718877811538,High CLV
8937,User8937,57.0,Male,Tablet,,,Afternoon,1,155.4274152987824,2,310.8548305975648,-0.5934149874242967,Low CLV
8097,User8097,30.0,Non-Binary,Tablet,Side,,Evening,1,162.48422787065275,2,324.9684557413055,-0.5581500857126579,Low CLV
6989,User6989,28.0,Male,Mobile,,,Afternoon,1,162.1312657030197,4,648.5250628120788,0.25030216027621177,High CLV
4756,User4756,59.0,Non-Binary,Mobile,Bottom,Education,Unknown,1,36.417098548764265,5,182.08549274382133,-0.9151635103329551,Low CLV
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1,108.99565484646466,8,871.9652387717173,0.8085992500315308,High CLV
3647,User3647,23.0,Male,Desktop,,,Night,0,30.360576802995972,6,182.16346081797582,-0.9149686959997344,Low CLV
2023,User2023,19.0,Non-Binary,Desktop,Top,,Morning,1,118.9151988182724,4,475.6607952730896,-0.18162382203744198,High CLV
4890,User4890,43.0,Male,Tablet,Bottom,,Afternoon,1,99.47549024720786,7,696.328431730455,0.36974568305812294,High CLV
2239,User2239,25.0,Female,Tablet,Bottom,,Morning,1,179.78675289649397,8,1438.2940231719517,2.2236523434037454,Medium CLV
5707,User5707,34.0,Non-Binary,Mobile,Side,Social Media,Afternoon,0,83.16470225937417,2,166.32940451874833,-0.9545323398829966,Low CLV
9172,User9172,60.0,Female,Mobile,Bottom,,Evening,0,41.072062956969056,7,287.5044406987834,-0.6517592608708791,Low CLV
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,45.738502769510454,2,91.47700553902091,-1.1415617151155626,Low CLV
3908,User3908,50.0,Female,Desktop,Bottom,,Evening,1,157.071913709145,2,314.14382741829,-0.5851969606288063,Low CLV
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1,131.279251396927,8,1050.234011175416,1.254029157163436,Medium CLV
6724,User6724,37.0,Female,Desktop,Top,,Evening,1,38.20208170210225,2,76.4041634042045,-1.1792233570385866,Low CLV
8115,User8115,20.0,Female,Mobile,Top,Social Media,Afternoon,1,35.139225100699534,9,316.2530259062958,-0.5799268279299192,Low CLV
8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1,146.17444366264158,1,146.17444366264158,-1.0048923789483497,Low CLV
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,33.097341145554836,9,297.8760703099935,-0.6258442677274586,Low CLV
4114,User4114,38.0,Non-Binary,Desktop,Top,Entertainment,Morning,0,167.93481067226412,1,167.93481067226412,-0.9505210040543627,Low CLV
5346,User5346,30.0,Non-Binary,Tablet,Top,News,Morning,1,147.12360088816934,2,294.24720177633867,-0.6349115123836305,Low CLV
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Unknown,1,34.64278051554196,6,207.85668309325175,-0.8507705223225251,Low CLV
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1,35.270788535334546,6,211.62473121200728,-0.8413555176586403,Low CLV
9425,User9425,56.0,Female,Tablet,,Social Media,Afternoon,0,197.5951241302116,1,197.5951241302116,-0.8764104882812557,Low CLV
2282,User2282,50.0,Female,Tablet,Top,,Evening,0,87.36874323610166,7,611.5812026527117,0.1579926661455418,High CLV
9367,User9367,21.0,Male,Mobile,,Social Media,Unknown,0,86.71558647204037,8,693.724691776323,0.363239868100592,High CLV
7720,User7720,46.0,Female,Tablet,Top,Social Media,Morning,0,166.30392210635046,2,332.6078442127009,-0.5390619860333019,Low CLV
5574,User5574,52.0,Female,Desktop,Bottom,,Afternoon,1,190.50474392909456,8,1524.0379514327565,2.4378957551205502,Medium CLV
1762,User1762,41.0,Male,Desktop,Side,Entertainment,Afternoon,1,197.48019148811676,9,1777.321723393051,3.070761318175001,Medium CLV
6129,User6129,36.0,Male,Tablet,,Shopping,Evening,1,155.6080733466095,6,933.648440079657,0.9627235100448013,High CLV
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1,87.72672539556484,5,438.6336269778242,-0.27414147340583894,Low CLV
6768,User6768,53.0,Male,Mobile,Side,Shopping,Unknown,0,35.03012900576038,9,315.2711610518434,-0.5823801570522201,Low CLV
8530,User8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1,159.88644486693863,9,1438.9780038024478,2.2253613663841243,Medium CLV
2542,User2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1,120.51276495244491,1,120.51276495244491,-1.0690117365375005,Low CLV
7376,User7376,21.0,Female,Mobile,Side,News,Morning,1,96.35996166445572,3,289.07988499336716,-0.6478227890123149,Low CLV
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1,183.14378931705247,9,1648.2941038534723,2.7483674417039428,Medium CLV
7420,User7420,44.0,Male,Mobile,Top,,Night,0,40.01554681510724,2,80.03109363021449,-1.170160955520013,Low CLV
6669,User6669,38.0,Female,Mobile,Side,,Night,1,108.67251877235465,4,434.6900750894186,-0.2839949992238352,Low CLV
7138,User7138,26.0,Male,Tablet,Top,Social Media,Unknown,1,22.043656058135433,4,88.17462423254173,-1.149813184954195,Low CLV
5329,User5329,54.0,Male,Tablet,,Education,Evening,1,104.35891555894273,2,208.71783111788545,-0.8486188213854098,Low CLV
8147,User8147,32.0,Female,Desktop,,,Night,1,30.134589622730722,3,90.40376886819217,-1.1442433497292528,Low CLV
4707,User4707,21.0,Non-Binary,Desktop,Top,,Evening,1,41.38722492825295,3,124.16167478475884,-1.059894415843444,Low CLV
6086,User6086,24.0,Male,Desktop,Bottom,,Morning,1,41.154724419878875,1,41.154724419878875,-1.2672990986366934,Low CLV
2096,User2096,48.0,Non-Binary,Desktop,,,Night,1,136.85785438089144,6,821.1471262853486,0.6816229612502194,High CLV
9753,User9753,46.0,Male,Tablet,Top,Entertainment,Night,1,154.2880782677762,8,1234.3046261422096,1.7139557939200953,Medium CLV
1858,User1858,39.0,Non-Binary,Desktop,,,Unknown,0,125.00637771748873,3,375.0191331524662,-0.4330913427228525,Low CLV
6724,User6724,37.0,Female,Desktop,Top,Entertainment,Evening,1,193.19105872541755,5,965.9552936270877,1.0434467830068668,Medium CLV
7268,User7268,28.0,Female,Desktop,Bottom,,Evening,1,87.47670431426673,1,87.47670431426673,-1.1515570372295603,Low CLV
1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Night,1,71.42817553073493,7,499.9972287151445,-0.120815778419639,High CLV
1420,User1420,62.0,Non-Binary,Desktop,,News,Unknown,1,176.34784307410285,1,176.34784307410285,-0.92949984487477,Low CLV
9418,User9418,20.0,Male,Tablet,Side,News,Night,1,60.247250933501476,9,542.2252584015133,-0.015303034443553097,High CLV
985,User985,46.0,Male,Desktop,Top,Shopping,Afternoon,0,193.38005709931002,8,1547.0404567944802,2.495370789524619,Medium CLV
1653,User1653,37.0,Non-Binary,Mobile,Top,News,Evening,0,22.18780544416694,7,155.31463810916858,-0.9820543018774852,Low CLV
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1,194.57818880737503,7,1362.0473216516252,2.0331391047732397,Medium CLV
6457,User6457,51.0,Male,Desktop,Side,,Afternoon,0,27.768784151103702,5,138.84392075551852,-1.0232087340436427,Low CLV
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,180.4057604656528,5,902.028802328264,0.8837173435847956,High CLV
3908,User3908,50.0,Female,Desktop,Bottom,,Unknown,1,114.98619963553398,5,574.9309981776698,0.06641691254852813,High CLV
2021,User2021,41.0,Male,Mobile,,Social Media,Night,1,198.73366330147405,1,198.73366330147405,-0.8735656860734241,Low CLV
9511,User9511,37.0,Female,Desktop,Side,News,Evening,0,33.283381652371794,8,266.26705321897435,-0.704823896955507,Low CLV
2425,User2425,42.0,Male,Tablet,Top,Entertainment,Morning,0,119.69377119223775,1,119.69377119223775,-1.0710581090436428,Low CLV
911,User911,32.0,Non-Binary,Desktop,Top,,Night,1,194.4744564114378,4,777.8978256457513,0.5735584264039808,High CLV
3343,User3343,39.0,Non-Binary,Tablet,Top,,Unknown,0,114.15761195062679,9,1027.418507555641,1.1970213732341788,Medium CLV
5198,User5198,47.0,Male,Desktop,Bottom,Education,Night,1,133.29175486434724,9,1199.6257937791252,1.627305794199723,Medium CLV
4742,User4742,31.0,Male,Desktop,Bottom,,Night,1,145.2347640172311,5,726.1738200861555,0.444318634811503,High CLV
1926,User1926,50.0,Female,Mobile,Bottom,,Night,0,101.81739165819918,4,407.26956663279674,-0.3525090433306946,Low CLV
1914,User1914,42.0,Male,Tablet,Bottom,,Night,1,132.96045441513144,3,398.8813632453943,-0.37346816368292896,Low CLV
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1,125.17657614615804,3,375.52972843847414,-0.4318155477097278,Low CLV
3908,User3908,50.0,Female,Desktop,Bottom,,Unknown,1,182.20844188837802,5,911.0422094418901,0.9062386244542949,High CLV
3801,User3801,26.0,Non-Binary,Desktop,Side,,Unknown,1,28.180348461462415,1,28.180348461462415,-1.299717424069286,Low CLV
1935,User1935,30.0,Female,Desktop,Bottom,,Afternoon,1,70.57337412660146,5,352.86687063300735,-0.4884419243404741,Low CLV
9090,User9090,41.0,Male,Desktop,Side,,Unknown,1,191.07406713378057,6,1146.4444028026835,1.4944245176621926,Medium CLV
3062,User3062,34.0,Male,Desktop,,Entertainment,Evening,1,180.24748110036495,7,1261.7323677025547,1.78248791096635,Medium CLV
1651,User1651,35.0,Non-Binary,Mobile,Side,,Afternoon,0,102.01821550142833,9,918.163939512855,0.924033280923599,High CLV
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Unknown,1,131.6238676042766,3,394.8716028128298,-0.3834871209743033,Low CLV
3330,User3330,49.0,Male,Desktop,Top,News,Afternoon,1,69.92861293660388,2,139.85722587320777,-1.0206768469476433,Low CLV
8937,User8937,57.0,Male,Tablet,Side,,Afternoon,1,53.861808750277035,3,161.58542625083112,-0.9663858449631174,Low CLV
5105,User5105,64.0,Male,Tablet,Top,Entertainment,Morning,0,103.4657128891968,9,931.1914160027711,0.9565842855938148,High CLV
3641,User3641,33.0,Female,Tablet,Top,,Night,1,83.6034010446895,7,585.2238073128266,0.09213496151123121,High CLV
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Unknown,1,125.05810013315697,9,1125.5229011984127,1.4421491674087739,Medium CLV
9472,User9472,25.0,Male,Mobile,,Shopping,Evening,0,33.99223465369727,2,67.98446930739453,-1.2002611614114589,Low CLV
6401,User6401,45.0,Female,Mobile,Side,Social Media,Unknown,1,195.39106537990997,5,976.9553268995498,1.0709319321607802,Medium CLV
3333,User3333,30.0,Male,Tablet,,,Evening,1,197.51793400632852,4,790.0717360253141,0.6039766746293121,High CLV
6842,User6842,37.0,Female,Desktop,Side,Entertainment,Afternoon,0,145.66910852355414,2,291.3382170471083,-0.6421800248679984,Low CLV
2174,User2174,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,116.49734594194167,9,1048.476113477475,1.2496367995015565,Medium CLV
4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1,75.714970931539,9,681.434738383851,0.3325316698870128,High CLV
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1,166.48310354725075,6,998.8986212835046,1.1257603771420404,Medium CLV
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1,143.25161105969826,6,859.5096663581896,0.7774772291154478,High CLV
6155,User6155,57.0,Female,Tablet,Top,News,Unknown,0,49.27104908208044,8,394.1683926566435,-0.38524419166223595,Low CLV
5980,User5980,40.0,Female,Desktop,Side,,Morning,1,183.96689320889163,6,1103.8013592533498,1.3878748024659298,Medium CLV
9807,User9807,35.0,Non-Binary,Tablet,,,Night,1,168.0567037261704,1,168.0567037261704,-0.9502164369058407,Low CLV
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,190.96398439254634,4,763.8559375701853,0.5384727699700436,High CLV
7064,User7064,61.0,Male,Tablet,Side,,Night,0,150.6295115099048,7,1054.4065805693335,1.264454915823092,Medium CLV
1229,User1229,22.0,Female,Desktop,Bottom,Entertainment,Morning,0,130.41473526844217,2,260.82947053688434,-0.7184104714096157,Low CLV
7800,User7800,53.0,Non-Binary,Desktop,Bottom,News,Night,0,95.2837465323114,9,857.5537187908026,0.7725900156593349,High CLV
4950,User4950,28.0,Male,Mobile,Side,,Unknown,1,187.89112700372237,8,1503.129016029779,2.3856518033100533,Medium CLV
4956,User4956,42.0,Male,Mobile,Bottom,Social Media,Morning,0,175.8915001100735,8,1407.132000880588,2.14578959431917,Medium CLV
8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1,28.139360619114093,7,196.97552433379866,-0.8779586465820834,Low CLV
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1,24.74605540950536,4,98.98422163802144,-1.1228038669253904,Low CLV
8666,User8666,57.0,Male,Desktop,Side,Entertainment,Unknown,0,87.76340603804893,2,175.52681207609785,-0.9315513077095823,Low CLV
3801,User3801,26.0,Non-Binary,Desktop,,,Evening,1,165.89959954072992,3,497.69879862218977,-0.12655873322349875,High CLV
2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,Unknown,1,197.70970327669,6,1186.25821966014,1.5939050071851886,Medium CLV
8965,User8965,25.0,Female,Mobile,,Social Media,Unknown,1,47.075040398635075,5,235.37520199317538,-0.7820115851697933,Low CLV
8454,User8454,18.0,Female,Tablet,Side,,Unknown,0,126.94352876338432,8,1015.5482301070746,1.1673617951137247,Medium CLV
2876,User2876,23.0,Non-Binary,Tablet,,Education,Morning,1,88.56035419358388,6,531.3621251615033,-0.042446119376575185,High CLV
6193,User6193,29.0,Female,Desktop,,Shopping,Afternoon,1,194.58459160662858,6,1167.5075496397715,1.5470537886951665,Medium CLV
1635,User1635,54.0,Female,Tablet,,News,Evening,1,171.58140616442756,1,171.58140616442756,-0.9414094660686539,Low CLV
7856,User7856,63.0,Female,Desktop,Side,,Evening,0,170.89916684800482,4,683.5966673920193,0.3379335572975203,High CLV
2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1,104.36476876309465,5,521.8238438154732,-0.06627887323959564,High CLV
7670,User7670,54.0,Female,Tablet,Top,Education,Unknown,1,94.66751042077973,3,284.0025312623392,-0.6605092801481046,Low CLV
8947,User8947,22.0,Male,Desktop,,Entertainment,Night,1,69.21327294752712,9,622.919456527744,0.18632290762584294,High CLV
1529,User1529,20.0,Female,Mobile,Top,,Afternoon,1,30.147589397166882,1,30.147589397166882,-1.2948019925246486,Low CLV
3271,User3271,23.0,Male,Desktop,Top,Entertainment,Afternoon,0,175.65002772590958,6,1053.9001663554575,1.2631895678139282,Medium CLV
8147,User8147,32.0,Female,Desktop,Top,,Night,1,166.32218164341396,6,997.9330898604837,1.1233478594234847,Medium CLV
4361,User4361,29.0,Male,Tablet,Side,Education,Unknown,1,199.9491811915035,5,999.7459059575175,1.12787743852397,Medium CLV
2735,User2735,30.0,Male,Mobile,Bottom,,Evening,0,199.39463067330297,5,996.9731533665149,1.1209493214316888,Medium CLV
2782,User2782,58.0,Female,Tablet,Bottom,,Unknown,0,119.97770700847295,5,599.8885350423648,0.12877687149135142,High CLV
2023,User2023,19.0,Non-Binary,Desktop,Top,,Morning,1,158.41773473249188,6,950.5064083949512,1.004845543869713,Medium CLV
6765,User6765,46.0,Female,Tablet,Side,Entertainment,Morning,1,190.05783137883705,8,1520.4626510306964,2.428962358067409,Medium CLV
8459,User8459,38.0,Non-Binary,Tablet,Bottom,,Morning,1,172.93653032193407,2,345.87306064386814,-0.5059169542739603,Low CLV
9954,User9954,56.0,Male,Desktop,Side,Entertainment,Unknown,0,64.52265831377558,6,387.13594988265345,-0.40281575110863865,Low CLV
6122,User6122,40.0,Non-Binary,Mobile,Side,News,Night,0,101.09794435581684,1,101.09794435581684,-1.117522429794281,Low CLV
5832,User5832,28.0,Non-Binary,Desktop,Side,,Unknown,1,43.2486947272691,4,172.9947789090764,-0.9378779530509616,Low CLV
1638,User1638,53.0,Non-Binary,Tablet,Bottom,Education,Evening,0,191.72918490657003,3,575.1875547197101,0.06705795559355612,High CLV
6237,User6237,32.0,Non-Binary,Mobile,,,Morning,1,129.1114342011584,9,1162.0029078104255,1.5332996574147455,Medium CLV
2485,User2485,57.0,Non-Binary,Mobile,,News,Night,1,61.15570499062329,3,183.46711497186988,-0.9117113305011593,Low CLV
5490,User5490,50.0,Non-Binary,Mobile,Top,,Unknown,0,140.9061231930542,6,845.4367391583253,0.7423140170105578,High CLV
6438,User6438,53.0,Non-Binary,Tablet,Top,Shopping,Night,1,131.26308328242123,1,131.26308328242123,-1.0421505357181222,Low CLV
4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1,84.46928924591128,6,506.8157354754677,-0.10377876856044049,High CLV
3118,User3118,57.0,Male,Mobile,Top,,Evening,1,40.44036659593323,4,161.7614663837329,-0.9659459836290618,Low CLV
9527,User9527,44.0,Male,Desktop,,News,Afternoon,0,140.88317520670392,8,1127.0654016536314,1.446003324394626,Medium CLV
3335,User3335,24.0,Male,Mobile,,Entertainment,Night,1,113.65538616268279,9,1022.8984754641451,1.1857274295580034,Medium CLV
4969,User4969,62.0,Female,Tablet,Side,News,Unknown,0,159.01731051241507,4,636.0692420496603,0.21917951882506878,High CLV
8339,User8339,41.0,Female,Mobile,Side,Education,Unknown,0,113.62943020015881,6,681.7765812009528,0.33338581283208535,High CLV
8277,User8277,44.0,Female,Desktop,,Social Media,Unknown,0,173.39267005733723,1,173.39267005733723,-0.9368837653711526,Low CLV
8606,User8606,28.0,Male,Mobile,Side,News,Night,0,119.3432309794074,4,477.3729239176296,-0.17734582487140838,High CLV
3330,User3330,49.0,Male,Desktop,Top,News,Afternoon,1,120.96883487636953,7,846.7818441345867,0.745674953289975,High CLV
9516,User9516,28.0,Female,Desktop,Top,,Morning,1,177.7976484785021,1,177.7976484785021,-0.925877299669946,Low CLV
4938,User4938,28.0,Male,Desktop,Side,Social Media,Evening,1,92.62691591823146,8,741.0153273458517,0.4814022536149879,High CLV
6063,User6063,18.0,Non-Binary,Desktop,Side,,Unknown,0,44.12274112111533,6,264.736446726692,-0.7086483351816754,Low CLV
2076,User2076,18.0,Female,Mobile,Bottom,News,Morning,0,25.180881736401016,5,125.90440868200508,-1.0555399470963989,Low CLV
3801,User3801,26.0,Non-Binary,Desktop,Side,,Unknown,1,155.9247060212514,9,1403.3223541912628,2.136270649704525,Medium CLV
58,User58,36.0,Female,Mobile,Top,,Morning,1,131.65571924362365,2,263.3114384872473,-0.7122089211396055,Low CLV
6505,User6505,37.0,Female,Tablet,Side,,Unknown,0,146.73435825786024,5,733.6717912893012,0.4630533833132298,High CLV
375,User375,26.0,Non-Binary,Mobile,,Social Media,Evening,1,58.33354907160393,6,350.0012944296236,-0.49560197444314785,Low CLV
4015,User4015,44.0,Male,Tablet,Side,,Evening,1,44.54686560561856,7,311.8280592393299,-0.5909832371088918,Low CLV
1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1,22.618039820218748,5,113.09019910109373,-1.0875580740326658,Low CLV
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1,83.10576058518745,9,747.9518452666871,0.4987341311594164,High CLV
4411,User4411,49.0,Female,Desktop,,,Morning,0,126.18518363383396,1,126.18518363383396,-1.0548383909066534,Low CLV
5805,User5805,29.0,Non-Binary,Tablet,Bottom,,Morning,0,90.60392811795182,7,634.2274968256628,0.21457765618236177,High CLV
8120,User8120,34.0,Female,Mobile,Side,,Evening,0,98.74548596427123,7,691.2184017498986,0.35697754566092355,High CLV
7138,User7138,26.0,Male,Tablet,,,Night,1,182.74856500887472,4,730.9942600354989,0.4563631902881547,High CLV
8994,User8994,34.0,Female,Mobile,Bottom,Entertainment,Morning,1,82.68598406419406,9,744.1738565777465,0.4892942885657324,High CLV
518,User518,29.0,Male,Tablet,Bottom,Shopping,Morning,1,112.51810804876594,5,562.5905402438297,0.0355825215482479,High CLV
891,User891,43.0,Male,Tablet,Bottom,Social Media,Morning,0,161.05754229340576,4,644.230169173623,0.23957075707685338,High CLV
2457,User2457,61.0,Non-Binary,Mobile,,,Evening,0,91.37770081782863,7,639.6439057248003,0.22811132492535244,High CLV
2156,User2156,46.0,Female,Tablet,Side,,Afternoon,1,131.97560604101722,4,527.9024241640689,-0.05109067485991906,High CLV
1948,User1948,57.0,Male,Mobile,Top,,Evening,0,175.22546757441413,3,525.6764027232424,-0.056652706337959276,High CLV
5525,User5525,39.0,Female,Tablet,Bottom,,Morning,0,190.91371225837557,9,1718.2234103253802,2.9230957694283455,Medium CLV
3323,User3323,48.0,Female,Tablet,Side,,Afternoon,1,46.47322656722683,8,371.78581253781465,-0.4411702545911099,Low CLV
8530,User8530,52.0,Female,Mobile,Top,Social Media,Unknown,1,186.785772529069,1,186.785772529069,-0.9034191921329302,Low CLV
4348,User4348,62.0,Female,Desktop,,Shopping,Afternoon,1,108.58093275431688,7,760.0665292802181,0.5290043938774399,High CLV
488,User488,62.0,Non-Binary,Mobile,Side,,Unknown,0,66.4839898938125,9,598.3559090443125,0.12494738724250945,High CLV
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Afternoon,1,102.64443612288703,8,821.1554889830962,0.6816438566410996,High CLV
9990,User9990,25.0,Male,Desktop,,Education,Night,1,196.40586355138586,8,1571.246908411087,2.5558540550466424,Medium CLV
9977,User9977,57.0,Female,Mobile,Bottom,Social Media,Unknown,0,108.67125691871652,6,652.0275415122992,0.2590536019400255,High CLV
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Night,1,79.17528985175147,4,316.7011594070059,-0.57880710257975,Low CLV
9888,User9888,49.0,Male,Mobile,,News,Unknown,1,134.01215377701064,8,1072.097230216085,1.3086575224995496,Medium CLV
487,User487,28.0,Male,Mobile,,,Afternoon,1,63.22621138007475,3,189.67863414022426,-0.8961909655544449,Low CLV
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,33.65539905955951,9,302.89859153603555,-0.6132947834116205,Low CLV
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Unknown,1,43.19834994391686,2,86.39669988783372,-1.154255582044121,Low CLV
5235,User5235,24.0,Non-Binary,Mobile,Top,,Afternoon,0,43.048251012399035,2,86.09650202479807,-1.1550056691426644,Low CLV
7006,User7006,41.0,Female,Desktop,Top,,Afternoon,0,47.34248483221298,7,331.3973938254909,-0.542086468651838,Low CLV
4230,User4230,35.0,Female,Tablet,,Education,Evening,1,44.98889107689382,4,179.9555643075753,-0.9204854397587449,Low CLV
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1,135.35745406457863,8,1082.859632516629,1.3355489168397285,Medium CLV
6536,User6536,60.0,Male,Desktop,Side,Education,Night,0,52.738415191846066,9,474.6457367266146,-0.18416009032489014,High CLV
4360,User4360,26.0,Non-Binary,Tablet,Top,,Evening,0,82.22011099829538,7,575.5407769880677,0.06794053171762997,High CLV
3638,User3638,45.0,Non-Binary,Desktop,Top,,Unknown,0,181.42191378308212,5,907.1095689154106,0.8964123622274699,High CLV
6519,User6519,48.0,Female,Desktop,Top,News,Afternoon,0,105.31309524731702,8,842.5047619785362,0.7349880546151425,High CLV
5367,User5367,53.0,Male,Desktop,Top,Entertainment,Unknown,0,140.1603929337849,4,560.6415717351396,0.03071274626386488,High CLV
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Night,1,51.01757681629337,2,102.03515363258674,-1.115180678990223,Low CLV
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,54.61202338556074,6,327.6721403133644,-0.5513945448985944,Low CLV
