id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,price,revenue
4969,User4969,62.0,Female,Tablet,Side,News,Unknown,0,79.50865525620753,0.0
8339,User8339,41.0,Female,Mobile,Side,Education,Unknown,0,56.814715100079404,0.0
8277,User8277,44.0,Female,Desktop,,Social Media,Unknown,0,86.69633502866861,0.0
8606,User8606,28.0,Male,Mobile,Side,News,Night,0,59.6716154897037,0.0
3330,User3330,49.0,Male,Desktop,Top,News,Afternoon,1,60.484417438184764,60.484417438184764
9516,User9516,28.0,Female,Desktop,Top,,Morning,1,88.89882423925106,88.89882423925106
4938,User4938,28.0,Male,Desktop,Side,Social Media,Evening,1,46.31345795911573,46.31345795911573
6063,User6063,18.0,Non-Binary,Desktop,Side,,Unknown,0,22.061370560557666,0.0
2076,User2076,18.0,Female,Mobile,Bottom,News,Morning,0,12.590440868200508,0.0
3801,User3801,26.0,Non-Binary,Desktop,Side,,Unknown,1,77.9623530106257,77.9623530106257
58,User58,36.0,Female,Mobile,Top,,Morning,1,65.82785962181183,65.82785962181183
6505,User6505,37.0,Female,Tablet,Side,,Unknown,0,73.36717912893012,0.0
375,User375,26.0,Non-Binary,Mobile,,Social Media,Evening,1,29.166774535801967,29.166774535801967
4015,User4015,44.0,Male,Tablet,Side,,Evening,1,22.27343280280928,22.27343280280928
1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1,11.309019910109374,11.309019910109374
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1,41.55288029259373,41.55288029259373
4411,User4411,49.0,Female,Desktop,,,Morning,0,63.09259181691698,0.0
5805,User5805,29.0,Non-Binary,Tablet,Bottom,,Morning,0,45.30196405897591,0.0
8120,User8120,34.0,Female,Mobile,Side,,Evening,0,49.37274298213561,0.0
7138,User7138,26.0,Male,Tablet,,,Night,1,91.37428250443736,91.37428250443736
8994,User8994,34.0,Female,Mobile,Bottom,Entertainment,Morning,1,41.34299203209703,41.34299203209703
518,User518,29.0,Male,Tablet,Bottom,Shopping,Morning,1,56.25905402438297,56.25905402438297
891,User891,43.0,Male,Tablet,Bottom,Social Media,Morning,0,80.52877114670288,0.0
2457,User2457,61.0,Non-Binary,Mobile,,,Evening,0,45.68885040891431,0.0
2156,User2156,46.0,Female,Tablet,Side,,Afternoon,1,65.98780302050861,65.98780302050861
1948,User1948,57.0,Male,Mobile,Top,,Evening,0,87.61273378720706,0.0
5525,User5525,39.0,Female,Tablet,Bottom,,Morning,0,95.45685612918778,0.0
3323,User3323,48.0,Female,Tablet,Side,,Afternoon,1,23.236613283613416,23.236613283613416
8530,User8530,52.0,Female,Mobile,Top,Social Media,Unknown,1,93.3928862645345,93.3928862645345
4348,User4348,62.0,Female,Desktop,,Shopping,Afternoon,1,54.29046637715844,54.29046637715844
488,User488,62.0,Non-Binary,Mobile,Side,,Unknown,0,33.24199494690625,0.0
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Afternoon,1,51.322218061443515,51.322218061443515
9990,User9990,25.0,Male,Desktop,,Education,Night,1,98.20293177569293,98.20293177569293
9977,User9977,57.0,Female,Mobile,Bottom,Social Media,Unknown,0,54.33562845935826,0.0
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Night,1,39.587644925875736,39.587644925875736
9888,User9888,49.0,Male,Mobile,,News,Unknown,1,67.00607688850532,67.00607688850532
487,User487,28.0,Male,Mobile,,,Afternoon,1,31.613105690037376,31.613105690037376
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,16.827699529779753,16.827699529779753
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Unknown,1,21.59917497195843,21.59917497195843
5235,User5235,24.0,Non-Binary,Mobile,Top,,Afternoon,0,21.524125506199518,0.0
7006,User7006,41.0,Female,Desktop,Top,,Afternoon,0,23.67124241610649,0.0
4230,User4230,35.0,Female,Tablet,,Education,Evening,1,22.49444553844691,22.49444553844691
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1,67.67872703228932,67.67872703228932
6536,User6536,60.0,Male,Desktop,Side,Education,Night,0,26.369207595923033,0.0
4360,User4360,26.0,Non-Binary,Tablet,Top,,Evening,0,41.11005549914769,0.0
3638,User3638,45.0,Non-Binary,Desktop,Top,,Unknown,0,90.71095689154106,0.0
6519,User6519,48.0,Female,Desktop,Top,News,Afternoon,0,52.65654762365851,0.0
5367,User5367,53.0,Male,Desktop,Top,Entertainment,Unknown,0,70.08019646689245,0.0
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Night,1,25.508788408146685,25.508788408146685
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,27.30601169278037,27.30601169278037
7999,User7999,24.0,Female,Mobile,Top,News,Afternoon,0,13.678175463983099,0.0
188,User188,56.0,Female,Tablet,Bottom,News,Morning,1,25.204155676494807,25.204155676494807
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,35.073130512876276,35.073130512876276
5634,User5634,39.0,Male,Desktop,Top,,Morning,0,25.93094358490721,0.0
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1,17.983228038135003,17.983228038135003
6466,User6466,44.0,Female,Tablet,Bottom,,Night,0,20.857228399054073,0.0
2174,User2174,36.0,Female,Desktop,,Entertainment,Afternoon,1,51.47008912294532,51.47008912294532
2727,User2727,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1,28.570034656521326,28.570034656521326
5005,User5005,49.0,Male,Desktop,Top,Shopping,Morning,1,42.78428749432679,42.78428749432679
6487,User6487,19.0,Male,Tablet,Side,,Morning,1,55.30755437693712,55.30755437693712
3072,User3072,32.0,Non-Binary,Mobile,Bottom,,Night,0,72.13553457664287,0.0
1515,User1515,44.0,Male,Desktop,Bottom,,Morning,0,13.538092585698905,0.0
4015,User4015,44.0,Male,Tablet,,,Unknown,1,81.94693590181384,81.94693590181384
4824,User4824,61.0,Female,Mobile,,,Morning,0,66.51103505418169,0.0
4229,User4229,23.0,Male,Mobile,Side,Education,Afternoon,0,17.35831287539847,0.0
9220,User9220,21.0,Female,Mobile,Side,Social Media,Night,1,88.62207616960995,88.62207616960995
449,User449,25.0,Female,Tablet,Side,Education,Unknown,0,92.87851604786319,0.0
7080,User7080,31.0,Male,Desktop,Bottom,,Evening,0,15.497016386937737,0.0
3250,User3250,61.0,Non-Binary,Desktop,Top,Education,Unknown,0,34.918988333248336,0.0
2463,User2463,45.0,Female,Mobile,Side,Social Media,Evening,0,82.55811518137551,0.0
676,User676,38.0,Non-Binary,Desktop,,Education,Morning,0,77.34337213452925,0.0
5881,User5881,26.0,Non-Binary,Tablet,,,Morning,1,26.60689174207396,26.60689174207396
1254,User1254,32.0,Female,Desktop,Bottom,,Morning,0,28.841439100303926,0.0
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Unknown,1,43.34248925122438,43.34248925122438
3908,User3908,50.0,Female,Desktop,Bottom,,Evening,1,53.60706866719192,53.60706866719192
4950,User4950,28.0,Male,Mobile,Side,,Morning,1,65.64292943772664,65.64292943772664
1214,User1214,26.0,Female,Mobile,Bottom,News,Evening,1,43.202227561279514,43.202227561279514
6865,User6865,38.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,0,51.62812445198331,0.0
8484,User8484,53.0,Female,Desktop,Side,News,Afternoon,0,77.2723844320381,0.0
5005,User5005,49.0,Male,Desktop,Top,Shopping,Morning,1,13.30148826015381,13.30148826015381
6866,User6866,52.0,Non-Binary,Desktop,Top,Social Media,Evening,0,32.719324990961866,0.0
8251,User8251,49.0,Female,Tablet,Bottom,News,Evening,0,74.20146272960972,0.0
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,90.56861539184794,90.56861539184794
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,56.05096979040995,56.05096979040995
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Unknown,1,57.89021367387841,57.89021367387841
1273,User1273,27.0,Non-Binary,Mobile,,,Morning,1,19.645481020579844,19.645481020579844
3345,User3345,39.0,Male,Desktop,Side,Social Media,Night,1,50.26711301411092,50.26711301411092
1935,User1935,30.0,Female,Desktop,Bottom,,Afternoon,1,57.935553980952086,57.935553980952086
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Evening,1,31.82234532712567,31.82234532712567
6733,User6733,42.0,Non-Binary,Tablet,Side,,Afternoon,0,34.231890785444286,0.0
218,User218,62.0,Female,Tablet,Top,News,Evening,0,43.95557467941604,0.0
6990,User6990,21.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0,11.806407799995373,0.0
6178,User6178,35.0,Female,Tablet,Side,Shopping,Evening,0,38.987124902486045,0.0
5796,User5796,46.0,Non-Binary,Mobile,Bottom,News,Afternoon,1,29.03032062968902,29.03032062968902
6143,User6143,29.0,Non-Binary,Mobile,Bottom,,Afternoon,1,39.47476169601232,39.47476169601232
2239,User2239,25.0,Female,Tablet,,,Morning,1,20.778591863732608,20.778591863732608
234,User234,19.0,Female,Tablet,,,Morning,1,90.14745526659054,90.14745526659054
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1,63.42332081986438,63.42332081986438
8851,User8851,62.0,Female,Tablet,Bottom,,Afternoon,0,71.11920872300406,0.0
5854,User5854,31.0,Non-Binary,Mobile,Top,Social Media,Unknown,0,81.02541147466044,0.0
2414,User2414,38.0,Male,Desktop,Top,Entertainment,Unknown,0,54.85979790361515,0.0
7422,User7422,20.0,Female,Desktop,,,Evening,1,17.82282592786813,17.82282592786813
2727,User2727,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1,58.3395887636693,58.3395887636693
9075,User9075,36.0,Female,Mobile,Top,,Night,1,62.815700621879124,62.815700621879124
6950,User6950,64.0,Female,Tablet,,Shopping,Morning,0,77.0895526765897,0.0
2202,User2202,43.0,Female,Tablet,Top,Education,Unknown,0,48.84935916067114,0.0
6074,User6074,35.0,Male,Mobile,Bottom,,Afternoon,1,21.48222725160074,21.48222725160074
7774,User7774,18.0,Male,Tablet,Top,,Night,0,35.539831521885205,0.0
5026,User5026,18.0,Male,Mobile,Side,,Night,0,42.67740667587716,0.0
7277,User7277,21.0,Female,Tablet,Top,Social Media,Afternoon,0,68.13255171984412,0.0
58,User58,36.0,Female,Mobile,Top,,Morning,1,61.37004742020207,61.37004742020207
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1,42.048705330806165,42.048705330806165
1762,User1762,41.0,Male,Desktop,Side,Entertainment,Afternoon,1,98.78637239136818,98.78637239136818
375,User375,26.0,Non-Binary,Mobile,Top,Social Media,Unknown,1,64.51973374211985,64.51973374211985
2096,User2096,48.0,Non-Binary,Desktop,,,Night,1,31.350411256239504,31.350411256239504
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,19.160422535836336,19.160422535836336
5194,User5194,53.0,Male,Mobile,,,Afternoon,1,23.75732252658988,23.75732252658988
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Night,1,32.136195554605735,32.136195554605735
5647,User5647,46.0,Female,Tablet,Side,,Morning,1,24.46132359336001,24.46132359336001
3137,User3137,19.0,Female,Tablet,,Education,Night,0,26.79103216461752,0.0
5420,User5420,39.0,Male,Mobile,,,Morning,1,35.65856518244624,35.65856518244624
5647,User5647,46.0,Female,Tablet,Side,,Morning,1,25.603623576527934,25.603623576527934
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Unknown,1,90.70888821637827,90.70888821637827
3141,User3141,45.0,Non-Binary,Mobile,,Education,Unknown,0,17.2210371095478,0.0
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1,57.20602506132292,57.20602506132292
4950,User4950,28.0,Male,Mobile,Side,,Morning,1,46.935714429069535,46.935714429069535
5268,User5268,50.0,Female,Mobile,Top,Shopping,Afternoon,0,98.41407552177458,0.0
7376,User7376,21.0,Female,Mobile,,News,Unknown,1,20.08350119512471,20.08350119512471
3144,User3144,24.0,Male,Desktop,Side,Shopping,Morning,1,45.80700391411675,45.80700391411675
7530,User7530,51.0,Female,Tablet,Top,Entertainment,Unknown,0,97.2523389947832,0.0
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1,87.89564133045822,87.89564133045822
3345,User3345,39.0,Male,Desktop,Side,,Night,1,83.5364863854352,83.5364863854352
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1,33.211254434044584,33.211254434044584
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1,25.379882865105923,25.379882865105923
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1,70.17788979319879,70.17788979319879
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1,93.64383902148272,93.64383902148272
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,60.10866037125368,60.10866037125368
373,User373,34.0,Female,Mobile,Top,Education,Evening,1,61.44514205229099,61.44514205229099
7620,User7620,62.0,Female,Mobile,Side,Education,Unknown,0,35.19811842942558,0.0
3375,User3375,52.0,Non-Binary,Mobile,Bottom,Education,Morning,1,79.25436398727432,79.25436398727432
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1,26.833937370177104,26.833937370177104
7086,User7086,30.0,Non-Binary,Mobile,Top,,Morning,1,39.131131276381936,39.131131276381936
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1,48.28927947547751,48.28927947547751
6496,User6496,18.0,Female,Desktop,,News,Morning,0,55.68493408160095,0.0
8236,User8236,59.0,Non-Binary,Mobile,Top,,Evening,0,31.816875917357223,0.0
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1,20.335314226528318,20.335314226528318
2214,User2214,22.0,Non-Binary,Mobile,,Social Media,Afternoon,0,64.95580381974693,0.0
4938,User4938,28.0,Male,Desktop,,Social Media,Evening,1,35.97674979162302,35.97674979162302
6871,User6871,62.0,Male,Mobile,,,Night,0,62.31143992803511,0.0
1251,User1251,58.0,Female,Mobile,Top,,Night,0,23.892644374678206,0.0
5832,User5832,28.0,Non-Binary,Desktop,Side,,Afternoon,1,53.30260916693357,53.30260916693357
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1,57.93304892964273,57.93304892964273
1762,User1762,41.0,Male,Desktop,Side,,Afternoon,1,14.664118314018422,14.664118314018422
6188,User6188,20.0,Male,Desktop,,Entertainment,Morning,1,40.294385037452855,40.294385037452855
1647,User1647,62.0,Male,Desktop,Bottom,Social Media,Night,0,22.09732092450768,0.0
1624,User1624,31.0,Male,Desktop,Top,News,Unknown,0,15.703747342549097,0.0
4638,User4638,24.0,Female,Tablet,Side,,Unknown,0,99.09642091509507,0.0
4015,User4015,44.0,Male,Tablet,,,Unknown,1,39.01184604772507,39.01184604772507
9075,User9075,36.0,Female,Mobile,,,Unknown,1,82.88870012691714,82.88870012691714
2096,User2096,48.0,Non-Binary,Desktop,Top,,Night,1,32.917658928738746,32.917658928738746
6143,User6143,29.0,Non-Binary,Mobile,Bottom,,Afternoon,1,71.33524500015363,71.33524500015363
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1,78.42050739007179,78.42050739007179
806,User806,37.0,Male,Desktop,Top,Social Media,Morning,0,63.60748665470599,0.0
8494,User8494,59.0,Non-Binary,Tablet,Bottom,News,Morning,0,52.441856969514255,0.0
58,User58,36.0,Female,Mobile,Top,,Morning,1,47.06568227325417,47.06568227325417
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1,41.39814398886958,41.39814398886958
4348,User4348,62.0,Female,Desktop,Top,Shopping,Afternoon,1,93.65762298230433,93.65762298230433
6287,User6287,40.0,Female,Tablet,Bottom,,Morning,1,84.75574670089563,84.75574670089563
9683,User9683,56.0,Female,Desktop,Side,Shopping,Afternoon,0,96.85242195998613,0.0
3588,User3588,38.0,Non-Binary,Mobile,,Shopping,Evening,0,21.186750113699027,0.0
5213,User5213,46.0,Female,Tablet,Side,Social Media,Afternoon,0,75.77807276832799,0.0
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1,94.45064111389341,94.45064111389341
316,User316,42.0,Non-Binary,Desktop,Top,,Night,1,26.310975954909413,26.310975954909413
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1,15.984664063009975,15.984664063009975
2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,Evening,1,76.70085843610532,76.70085843610532
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1,61.70258018619207,61.70258018619207
9091,User9091,29.0,Female,Mobile,Side,,Evening,0,85.76458990824449,0.0
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1,22.579513896366056,22.579513896366056
277,User277,59.0,Male,Desktop,,,Unknown,1,81.57405806739011,81.57405806739011
6167,User6167,20.0,Male,Mobile,Side,Shopping,Unknown,1,28.14645880429701,28.14645880429701
9075,User9075,36.0,Female,Mobile,Top,,Night,1,24.729034857913405,24.729034857913405
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1,24.783921813789362,24.783921813789362
5382,User5382,21.0,Non-Binary,Tablet,Top,,Evening,0,83.3117248208244,0.0
375,User375,26.0,Non-Binary,Mobile,,Social Media,Evening,1,69.867749862658,69.867749862658
9195,User9195,60.0,Female,Tablet,Side,,Evening,0,57.07588822922074,0.0
9888,User9888,49.0,Male,Mobile,Top,News,Morning,1,42.29474357111523,42.29474357111523
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,88.94804867317974,88.94804867317974
8994,User8994,34.0,Female,Mobile,Bottom,,Morning,1,45.32005966803718,45.32005966803718
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1,83.49394955244193,83.49394955244193
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,Unknown,1,49.52214177131966,49.52214177131966
5082,User5082,44.0,Female,Mobile,Top,,Afternoon,1,43.92499864824168,43.92499864824168
905,User905,40.0,Female,Tablet,Side,Shopping,Afternoon,0,51.64118071026458,0.0
4029,User4029,21.0,Female,Desktop,Side,News,Afternoon,1,37.12400867477279,37.12400867477279
2023,User2023,19.0,Non-Binary,Desktop,Top,,Morning,1,77.2848442158626,77.2848442158626
6467,User6467,30.0,Non-Binary,Desktop,,,Morning,1,55.24483510832312,55.24483510832312
4938,User4938,28.0,Male,Desktop,Side,Social Media,Unknown,1,30.89914256321356,30.89914256321356
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,90.96171159471116,90.96171159471116
9807,User9807,35.0,Non-Binary,Tablet,,Education,Night,1,44.55020992358903,44.55020992358903
8003,User8003,45.0,Female,Desktop,Side,,Unknown,0,58.919757500258974,0.0
4170,User4170,26.0,Male,Mobile,Bottom,Entertainment,Unknown,0,91.58248998680922,0.0
2309,User2309,22.0,Male,Tablet,,Entertainment,Night,1,66.18141963225929,66.18141963225929
9550,User9550,58.0,Non-Binary,Desktop,Top,Education,Afternoon,1,20.520823663752765,20.520823663752765
7674,User7674,43.0,Female,Tablet,,News,Afternoon,1,94.58489112521276,94.58489112521276
6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1,66.4937247764276,66.4937247764276
2602,User2602,61.0,Female,Desktop,,Shopping,Afternoon,1,40.14150531913775,40.14150531913775
2913,User2913,57.0,Non-Binary,Mobile,,Social Media,Evening,1,22.53448653970485,22.53448653970485
2167,User2167,64.0,Non-Binary,Mobile,Bottom,Social Media,Evening,0,81.46226703432664,0.0
389,User389,31.0,Non-Binary,Tablet,Top,Social Media,Afternoon,1,65.80654803356622,65.80654803356622
9362,User9362,57.0,Male,Tablet,Side,,Morning,0,58.01149827786894,0.0
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1,90.45033247458619,90.45033247458619
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1,80.97374901020777,80.97374901020777
6104,User6104,39.0,Male,Tablet,,Social Media,Morning,0,23.650739175947606,0.0
5772,User5772,52.0,Male,Desktop,Bottom,News,Morning,0,38.05498610159934,0.0
7376,User7376,21.0,Female,Mobile,,,Morning,1,32.36402258330192,32.36402258330192
2876,User2876,23.0,Non-Binary,Tablet,,Education,Morning,1,76.95516633154092,76.95516633154092
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Evening,1,13.017919126220145,13.017919126220145
7836,User7836,32.0,Male,Tablet,Top,,Evening,0,61.29007163841849,0.0
3323,User3323,48.0,Female,Tablet,Side,,Afternoon,1,78.62128171666215,78.62128171666215
1153,User1153,49.0,Female,Tablet,Side,Shopping,Evening,0,88.90890730855745,0.0
907,User907,47.0,Male,Desktop,Side,News,Night,0,40.78735738443167,0.0
1255,User1255,23.0,Male,Tablet,Side,Social Media,Morning,0,83.91315742048116,0.0
5741,User5741,27.0,Non-Binary,Mobile,Bottom,,Unknown,0,19.95685632596865,0.0
7670,User7670,54.0,Female,Tablet,,Education,Night,1,86.18070625610663,86.18070625610663
5110,User5110,44.0,Female,Tablet,Top,Shopping,Unknown,1,21.47397960987842,21.47397960987842
2602,User2602,61.0,Female,Desktop,Side,Shopping,Afternoon,1,45.755856150433054,45.755856150433054
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1,81.75658292015983,81.75658292015983
9842,User9842,43.0,Non-Binary,Mobile,,Shopping,Afternoon,1,23.492568461389638,23.492568461389638
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1,30.632625570937734,30.632625570937734
4721,User4721,61.0,Non-Binary,Desktop,Side,,Morning,0,75.00273115537597,0.0
9272,User9272,50.0,Female,Tablet,Side,Social Media,Morning,0,74.80328828914669,0.0
9418,User9418,20.0,Male,Tablet,Side,News,Night,1,67.70328695967676,67.70328695967676
8253,User8253,57.0,Non-Binary,Desktop,,,Unknown,1,72.455360002039,72.455360002039
5402,User5402,29.0,Male,Mobile,,,Unknown,0,58.84519990128366,0.0
4957,User4957,58.0,Male,Desktop,,Social Media,Evening,1,32.66191530162575,32.66191530162575
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1,41.112639415352746,41.112639415352746
6989,User6989,28.0,Male,Mobile,Bottom,Shopping,Unknown,1,26.34379451212831,26.34379451212831
3403,User3403,56.0,Female,Desktop,,,Night,1,91.76055052002656,91.76055052002656
4539,User4539,54.0,Male,Mobile,Bottom,,Night,1,62.50526152895084,62.50526152895084
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Unknown,1,46.07662750872759,46.07662750872759
8561,User8561,52.0,Male,Mobile,,,Evening,1,51.58052232797194,51.58052232797194
5843,User5843,51.0,Non-Binary,Mobile,,,Morning,0,95.25550056506339,0.0
400,User400,52.0,Non-Binary,Tablet,,,Evening,1,23.801626280447216,23.801626280447216
5800,User5800,50.0,Male,Mobile,Side,Entertainment,Unknown,0,62.76068488151175,0.0
4957,User4957,58.0,Male,Desktop,,Social Media,Evening,1,55.52998109960194,55.52998109960194
4034,User4034,43.0,Female,Desktop,Top,Shopping,Night,1,65.0308811891183,65.0308811891183
5198,User5198,47.0,Male,Desktop,Bottom,,Night,1,11.629916543875646,11.629916543875646
6854,User6854,32.0,Male,Mobile,,,Night,1,88.49115180497364,88.49115180497364
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1,93.89064542352511,93.89064542352511
5531,User5531,34.0,Male,Desktop,,,Night,1,60.861986523028804,60.861986523028804
2239,User2239,25.0,Female,Tablet,Bottom,Education,Morning,1,72.6985741489203,72.6985741489203
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Unknown,1,93.02494430595661,93.02494430595661
4950,User4950,28.0,Male,Mobile,Side,,Morning,1,73.65147708820587,73.65147708820587
7670,User7670,54.0,Female,Tablet,,Education,Night,1,23.72851386228352,23.72851386228352
5943,User5943,51.0,Non-Binary,Tablet,Top,,Evening,0,61.86595241501318,0.0
3044,User3044,34.0,Male,Desktop,Top,News,Night,1,64.60435417445703,64.60435417445703
6248,User6248,48.0,Female,Mobile,Top,,Evening,1,48.17176041721474,48.17176041721474
8954,User8954,62.0,Non-Binary,Tablet,Top,Entertainment,Evening,0,76.27998120622506,0.0
7808,User7808,26.0,Female,Desktop,Top,,Night,1,94.09303132921134,94.09303132921134
5122,User5122,64.0,Female,Mobile,,Social Media,Unknown,0,93.30116616160987,0.0
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Unknown,1,50.57554342637189,50.57554342637189
1071,User1071,61.0,Female,Mobile,Side,,Evening,0,20.19142412566797,0.0
8311,User8311,58.0,Non-Binary,Desktop,,,Unknown,0,98.63570790661011,0.0
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1,85.50082778013407,85.50082778013407
6267,User6267,62.0,Non-Binary,Tablet,Top,,Morning,0,21.219641308294015,0.0
1908,User1908,26.0,Male,Mobile,Bottom,Education,Evening,1,92.87576943556351,92.87576943556351
6490,User6490,36.0,Non-Binary,Desktop,Bottom,,Night,0,88.29067258559155,0.0
981,User981,57.0,Non-Binary,Tablet,Bottom,,Night,0,56.69542514134649,0.0
2297,User2297,57.0,Male,Tablet,Side,,Morning,1,63.21478921704363,63.21478921704363
8486,User8486,62.0,Male,Mobile,Top,Education,Afternoon,0,45.910243348311724,0.0
8937,User8937,57.0,Male,Tablet,Side,,Afternoon,1,14.928547493982819,14.928547493982819
5198,User5198,47.0,Male,Desktop,Bottom,Education,Night,1,40.16775174813108,40.16775174813108
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1,82.25681037382103,82.25681037382103
3333,User3333,30.0,Male,Tablet,Top,,Evening,1,10.416882070414257,10.416882070414257
1691,User1691,45.0,Male,Desktop,,News,Night,0,40.014925452202974,0.0
6727,User6727,51.0,Non-Binary,Desktop,Bottom,,Night,0,45.8351824231849,0.0
4179,User4179,61.0,Male,Mobile,Side,,Evening,0,58.36560426441306,0.0
9807,User9807,35.0,Non-Binary,Tablet,,Education,Night,1,92.78700547714844,92.78700547714844
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1,41.17113949293651,41.17113949293651
6287,User6287,40.0,Female,Tablet,Bottom,,Unknown,1,41.22578817066049,41.22578817066049
9532,User9532,28.0,Female,Desktop,,Social Media,Night,0,76.37511232987735,0.0
3002,User3002,52.0,Male,Mobile,Bottom,News,Afternoon,0,50.69961468008265,0.0
1692,User1692,49.0,Non-Binary,Desktop,Top,Entertainment,Night,0,30.214434064598375,0.0
7930,User7930,35.0,Female,Mobile,Bottom,Social Media,Evening,0,50.7195564519424,0.0
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,22.677131834181985,22.677131834181985
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,25.874828785560098,25.874828785560098
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Unknown,1,54.853099546553175,54.853099546553175
9753,User9753,46.0,Male,Tablet,Top,Entertainment,Night,1,47.70329045540931,47.70329045540931
8115,User8115,20.0,Female,Mobile,,Social Media,Afternoon,1,92.33613109612901,92.33613109612901
9976,User9976,57.0,Male,Tablet,Top,,Unknown,0,42.61545092049698,0.0
5123,User5123,54.0,Non-Binary,Desktop,Top,,Morning,0,62.25295152502391,0.0
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1,66.90378591275774,66.90378591275774
8863,User8863,54.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0,11.178501092950027,0.0
6299,User6299,38.0,Non-Binary,Tablet,Top,Social Media,Afternoon,0,69.71836348150396,0.0
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1,26.02323701827763,26.02323701827763
7688,User7688,57.0,Male,Mobile,Top,News,Evening,1,96.49632857225096,96.49632857225096
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Unknown,1,23.379645497780167,23.379645497780167
7574,User7574,35.0,Male,Desktop,Side,Education,Evening,0,47.316171135432135,0.0
3189,User3189,32.0,Male,Mobile,,Shopping,Evening,0,17.681470127077947,0.0
